manufacturer,version,power(kW),fuel_date,trip_distance(km),quantity(kWh),tire_type,city,motor_way,country_roads,driving_style,consumption(kWh/100km),A/C,park_heating,avg_speed(km/h),ecr_deviation,fuel_note
Tesla Motors,Model S P85,310,22.04.2018,167,30.5,Winter tires,0,1,0,Normal,18.26,1,1,,5.56,
Tesla Motors,Model S P85,310,21.04.2018,185,35.6,Winter tires,0,1,0,Fast,19.24,1,1,,6.54,Kriegstetten
Tesla Motors,Model S P85,310,19.04.2018,327,59.1,Winter tires,0,1,0,Fast,18.07,1,1,,5.37,
Tesla Motors,Model S P85,310,14.04.2018,116,24.9,Winter tires,0,1,0,Fast,21.47,1,1,,8.77,
Tesla Motors,Model S P85,310,09.04.2018,258,48.9,Winter tires,0,1,0,Fast,18.95,1,1,,6.25,
Tesla Motors,Model S P85,310,07.04.2018,174,33.9,Winter tires,0,1,0,Fast,19.48,1,1,,6.78,
Tesla Motors,Model S P85,310,07.04.2018,147,27.6,Winter tires,0,1,0,Fast,18.78,1,1,,6.08,Schaan
Tesla Motors,Model S P85,310,07.04.2018,386,72.9,Winter tires,0,1,0,Fast,18.89,1,1,,6.19,
Tesla Motors,Model S P85,310,02.04.2018,169,37.5,Winter tires,0,1,0,Fast,22.19,1,1,,9.49,
Tesla Motors,Model S P85,310,27.03.2018,433,85.7,Winter tires,0,1,0,Fast,19.79,1,1,,7.09,
Tesla Motors,Model S P85,310,24.03.2018,225,51.8,Winter tires,0,1,0,Fast,23.02,1,1,,10.32,
Tesla Motors,Model S P85,310,20.03.2018,73,20.1,Winter tires,0,1,0,Fast,27.53,1,1,,14.83,Meienfeld
Tesla Motors,Model S P85,310,18.03.2018,136,29.3,Winter tires,0,1,0,Fast,21.54,1,1,,8.84,Meienfeld
Tesla Motors,Model S P85,310,18.03.2018,190,39.3,Winter tires,0,1,0,Fast,20.68,1,1,,7.98,
Tesla Motors,Model S P85,310,14.03.2018,335,67.1,Winter tires,0,1,0,Fast,20.03,1,1,,7.33,
Tesla Motors,Model S P85,310,08.03.2018,176,40,Winter tires,0,1,0,Fast,22.73,1,1,,10.03,
Tesla Motors,Model S P85,310,03.03.2018,149,36.5,Winter tires,0,1,0,Fast,24.5,1,1,,11.8,
Tesla Motors,Model S P85,310,01.03.2018,364,88.3,Winter tires,0,1,0,Fast,24.26,1,1,,11.56,
Tesla Motors,Model S P85,310,24.02.2018,75,17.2,Winter tires,0,1,0,Fast,22.93,1,1,,10.23,
Tesla Motors,Model S P85,310,20.02.2018,555,125.7,Winter tires,0,1,0,Fast,22.65,1,1,,9.95,
Tesla Motors,Model S P85,310,13.02.2018,492,108.2,Winter tires,0,1,0,Fast,21.99,1,1,,9.29,
Tesla Motors,Model S P85,310,30.01.2018,255,54.9,Winter tires,0,1,0,Fast,21.53,1,1,,8.83,
Tesla Motors,Model S P85,310,27.01.2018,188,45.8,Winter tires,0,1,0,Fast,24.36,1,1,,11.66,
Tesla Motors,Model S P85,310,11.01.2018,383,84.1,Winter tires,0,1,0,Fast,21.96,1,1,,9.26,
Tesla Motors,Model S P85,310,30.12.2017,117,31.4,Winter tires,0,1,0,Fast,26.84,1,1,,14.14,
Tesla Motors,Model S P85,310,27.12.2017,475,109.7,Winter tires,0,1,0,Fast,23.09,1,1,,10.39,
Tesla Motors,Model S P85,310,17.12.2017,112,27.6,Winter tires,0,1,0,Fast,24.64,1,1,,11.94,
Tesla Motors,Model S P85,310,13.12.2017,37,13.2,Winter tires,0,1,0,Fast,35.68,1,1,,22.98,
Tesla Motors,Model S P85,310,09.12.2017,74,21.1,Winter tires,0,1,0,Fast,28.51,1,1,,15.81,
Tesla Motors,Model S P85,310,05.12.2017,277,67.5,Winter tires,0,1,0,Fast,24.37,1,1,,11.67,
Tesla Motors,Model S P85,310,04.12.2017,199,45.6,Winter tires,0,1,0,Fast,22.91,1,1,,10.21,Achern
Tesla Motors,Model S P85,310,04.12.2017,144,34.5,Winter tires,0,1,0,Fast,23.96,1,1,,11.26,Waldlaubersheim
Tesla Motors,Model S P85,310,04.12.2017,149,34.5,Winter tires,0,1,0,Fast,23.15,1,1,,10.45,Erftstadt
Tesla Motors,Model S P85,310,04.12.2017,26,7.1,Winter tires,0,1,0,Fast,27.31,1,1,,14.61,Erftstadt
Tesla Motors,Model S P85,310,03.12.2017,145,36.8,Winter tires,0,1,0,Fast,25.38,1,1,,12.68,Erftstadt
Tesla Motors,Model S P85,310,03.12.2017,196,50.8,Winter tires,0,1,0,Fast,25.92,1,1,,13.22,Waldlaubersheim
Tesla Motors,Model S P85,310,03.12.2017,148,33.6,Winter tires,0,1,0,Fast,22.7,1,1,,10,Aachern
Tesla Motors,Model S P85,310,03.12.2017,175,37.7,Winter tires,0,1,0,Fast,21.54,1,1,,8.84,Pratteln
Tesla Motors,Model S P85,310,02.12.2017,752,167.1,Winter tires,1,1,1,Normal,22.22,1,1,,9.52,
Tesla Motors,Model S P85,310,25.11.2017,151,31.2,Winter tires,1,1,1,Normal,20.66,1,0,,7.96,Meienfeld
Tesla Motors,Model S P85,310,24.11.2017,562,121.3,Summer tires,1,1,1,Normal,21.58,1,0,,8.88,
Tesla Motors,Model S P85,310,08.11.2017,96,19,Summer tires,1,1,1,Normal,19.79,1,0,,7.09,
Tesla Motors,Model S P85,310,07.11.2017,69,13.9,Summer tires,1,1,1,Normal,20.14,1,0,,7.44,Oftringen
Tesla Motors,Model S P85,310,07.11.2017,223,46.7,Summer tires,1,1,1,Normal,20.94,1,0,,8.24,Dietlikon
Tesla Motors,Model S P85,310,07.11.2017,63,13.7,Summer tires,1,1,1,Normal,21.75,1,0,,9.05,Oftringen
Tesla Motors,Model S P85,310,07.11.2017,158,27.8,Summer tires,1,1,1,Normal,17.59,1,0,,4.89,
Tesla Motors,Model S P85,310,31.10.2017,255,50.8,Summer tires,1,1,1,Normal,19.92,1,0,,7.22,
Tesla Motors,Model S P85,310,28.10.2017,251,45.9,Summer tires,1,1,1,Normal,18.29,1,0,,5.59,
Tesla Motors,Model S P85,310,27.10.2017,460,92.3,Summer tires,1,1,1,Normal,20.07,1,0,,7.37,
Tesla Motors,Model S P85,310,09.10.2017,137,23.8,Summer tires,1,1,1,Normal,17.37,1,0,,4.67,
