manufacturer,version,power(kW),fuel_date,trip_distance(km),quantity(kWh),tire_type,city,motor_way,country_roads,driving_style,consumption(kWh/100km),A/C,park_heating,avg_speed(km/h),ecr_deviation,fuel_note
Tesla Motors,Model S 90D,310,29.06.2019,375.4,58.2,Summer tires,0,1,0,Moderate,15.5,1,0,,2.8,Spanien
Tesla Motors,Model S 90D,310,29.06.2019,210.8,32.4,Summer tires,0,1,0,Moderate,15.37,1,0,,2.67,Spanien
Tesla Motors,Model S 90D,310,29.06.2019,406.2,58,Summer tires,0,1,0,Moderate,14.28,1,0,,1.58,Spanien
Tesla Motors,Model S 90D,310,28.06.2019,340.8,49.9,Summer tires,0,1,0,Moderate,14.64,1,0,,1.94,Spanien
Tesla Motors,Model S 90D,310,28.06.2019,186.5,32.1,Summer tires,0,1,0,Moderate,17.21,1,0,,4.51,Spanien
Tesla Motors,Model S 90D,310,26.06.2019,201.7,30.3,Summer tires,0,1,0,Moderate,15.02,1,0,,2.32,Spanien
Tesla Motors,Model S 90D,310,24.06.2019,357.3,54.15,Summer tires,0,1,0,Moderate,15.16,1,0,,2.46,Spanien
Tesla Motors,Model S 90D,310,22.06.2019,351.3,59.1,Summer tires,0,1,0,Moderate,16.82,1,0,,4.12,Spanien
Tesla Motors,Model S 90D,310,19.06.2019,152.9,20.5,Summer tires,0,1,0,Moderate,13.41,1,0,,0.71,Spanien
Tesla Motors,Model S 90D,310,18.06.2019,188.8,31.05,Summer tires,0,1,0,Moderate,16.45,1,0,,3.75,Spanien
Tesla Motors,Model S 90D,310,16.06.2019,127.1,18.3,Summer tires,0,1,0,Moderate,14.4,1,0,,1.7,Spanien
Tesla Motors,Model S 90D,310,16.06.2019,222.6,40.9,Summer tires,0,1,0,Moderate,18.37,1,0,,5.67,Spanien
Tesla Motors,Model S 90D,310,15.06.2019,159.4,26,Summer tires,0,1,0,Moderate,16.31,1,0,,3.61,"Spanien, Haushaltssteckdose"
Tesla Motors,Model S 90D,310,14.06.2019,143.7,22,Summer tires,0,1,0,Moderate,15.31,1,0,,2.61,"Spanien, Haushaltssteckdose"
Tesla Motors,Model S 90D,310,12.06.2019,286.8,43.8,Summer tires,0,1,0,Moderate,15.27,1,0,,2.57,"Spanien, Haushaltssteckdose"
Tesla Motors,Model S 90D,310,11.06.2019,0.1,0.01,Summer tires,0,1,0,Moderate,10,1,0,,-2.7,"Spanien, Haushaltssteckdose<br />nicht gefahren, nur ein zweites Mal weiter aufgeladen"
Tesla Motors,Model S 90D,310,10.06.2019,301.5,43.9,Summer tires,0,1,0,Moderate,14.56,1,0,,1.86,"Spanien, Haushaltssteckdose"
Tesla Motors,Model S 90D,310,10.06.2019,251.4,42,Summer tires,0,1,0,Moderate,16.71,1,0,,4.01,Spanien
Tesla Motors,Model S 90D,310,10.06.2019,347.1,52.8,Summer tires,0,1,0,Moderate,15.21,1,0,,2.51,Spanien
Tesla Motors,Model S 90D,310,09.06.2019,291.5,42.9,Summer tires,0,1,0,Moderate,14.72,1,0,,2.02,Spanien
Tesla Motors,Model S 90D,310,09.06.2019,349.3,51.4,Summer tires,0,1,0,Moderate,14.72,1,0,,2.02,Spanien
Tesla Motors,Model S 90D,310,09.06.2019,404.8,58.7,Summer tires,0,1,0,Moderate,14.5,1,0,,1.8,Spanien
Tesla Motors,Model S 90D,310,08.06.2019,369.3,50.5,Summer tires,1,1,1,Moderate,13.67,0,0,,0.97,
Tesla Motors,Model S 90D,310,04.06.2019,401.4,52.7,Summer tires,1,1,1,Moderate,13.13,0,0,,0.43,
Tesla Motors,Model S 90D,310,29.05.2019,309,42.9,Summer tires,1,1,1,Moderate,13.88,0,0,,1.18,
Tesla Motors,Model S 90D,310,22.05.2019,186.5,28.6,Summer tires,1,1,1,Moderate,15.34,0,0,,2.64,"immer auf nasser Strasse, meist mit Regen und oft sogar mit Starkregen. Das erhöht den Verbrauch um gut +20% :-("
Tesla Motors,Model S 90D,310,20.05.2019,59.7,8.1,Summer tires,1,1,1,Moderate,13.57,0,0,,0.87,
Tesla Motors,Model S 90D,310,20.05.2019,194,25.3,Summer tires,1,1,1,Moderate,13.04,0,0,,0.34,
Tesla Motors,Model S 90D,310,19.05.2019,29.9,6.3,Summer tires,1,1,1,Moderate,21.07,0,0,,8.37,Vorführfahrt ;-)
Tesla Motors,Model S 90D,310,19.05.2019,91.2,13,Summer tires,1,1,1,Moderate,14.25,0,0,,1.55,
Tesla Motors,Model S 90D,310,18.05.2019,262.5,35.9,Summer tires,1,1,1,Moderate,13.68,0,0,,0.98,
Tesla Motors,Model S 90D,310,17.05.2019,79.5,10.1,Summer tires,1,1,1,Moderate,12.7,0,0,,0,
Tesla Motors,Model S 90D,310,17.05.2019,356.6,47.2,Summer tires,1,1,1,Moderate,13.24,0,0,,0.54,
Tesla Motors,Model S 90D,310,16.05.2019,246.9,35.3,Summer tires,1,1,1,Moderate,14.3,0,0,,1.6,
Tesla Motors,Model S 90D,310,10.05.2019,307.7,45,Summer tires,1,1,1,Moderate,14.62,0,0,,1.92,
Tesla Motors,Model S 90D,310,08.05.2019,22.2,3.9,Summer tires,1,1,1,Moderate,17.57,0,0,,4.87,
Tesla Motors,Model S 90D,310,07.05.2019,345.9,50,Summer tires,1,1,1,Moderate,14.46,0,0,,1.76,
Tesla Motors,Model S 90D,310,30.04.2019,58.9,8.5,Summer tires,1,1,1,Moderate,14.43,0,0,,1.73,
Tesla Motors,Model S 90D,310,29.04.2019,31.4,4.74,Summer tires,1,1,1,Moderate,15.1,0,0,,2.4,
Tesla Motors,Model S 90D,310,29.04.2019,362.9,52.6,Summer tires,1,1,1,Moderate,14.49,0,0,,1.79,
Tesla Motors,Model S 90D,310,07.04.2019,313.1,46.6,Summer tires,1,1,1,Moderate,14.88,0,0,,2.18,
Tesla Motors,Model S 90D,310,01.04.2019,305.9,45.8,Summer tires,1,1,1,Moderate,14.97,0,0,,2.27,
Tesla Motors,Model S 90D,310,23.03.2019,341.6,45,Summer tires,1,1,0,Moderate,13.17,0,0,,0.47,München - SuC Bad-Rappenau
Tesla Motors,Model S 90D,310,22.03.2019,121.7,18.2,Summer tires,1,1,0,Moderate,14.95,0,0,,2.25,
Tesla Motors,Model S 90D,310,22.03.2019,224.4,36.4,Summer tires,0,1,0,Moderate,16.22,0,0,,3.52,
Tesla Motors,Model S 90D,310,21.03.2019,7.5,1.67,Summer tires,1,1,0,Moderate,22.27,0,0,,9.57,eine nicht SuC-Ladegelegenheit für +10kWh genutzt
Tesla Motors,Model S 90D,310,20.03.2019,274.6,42.8,Summer tires,1,1,0,Moderate,15.59,0,0,,2.89,Reifen wie früher auf +20% des empfohlenen Druckes gefüllt...
Tesla Motors,Model S 90D,310,19.03.2019,243.5,39,Summer tires,1,1,1,Moderate,16.02,0,0,,3.32,
Tesla Motors,Model S 90D,310,02.03.2019,211.6,33.3,Summer tires,1,1,1,Moderate,15.74,1,0,,3.04,Klimaanlage steht im Winter für gelegentlich eingeschaltete Heizung.
Tesla Motors,Model S 90D,310,22.02.2019,310.5,51,Summer tires,1,1,1,Moderate,16.43,1,0,,3.73,Klimaanlage steht im Winter für gelegentlich eingeschaltete Heizung.
Tesla Motors,Model S 90D,310,14.02.2019,59.1,9.1,Summer tires,1,1,1,Moderate,15.4,1,0,,2.7,Klimaanlage steht im Winter für gelegentlich eingeschaltete Heizung.
Tesla Motors,Model S 90D,310,14.02.2019,216.4,36,Summer tires,1,1,1,Moderate,16.64,1,0,,3.94,Klimaanlage steht im Winter für gelegentlich eingeschaltete Heizung.
Tesla Motors,Model S 90D,310,05.02.2019,213.8,32.4,Summer tires,1,1,1,Moderate,15.15,1,0,,2.45,Klimaanlage steht im Winter für die gelegentlich eingeschaltete Heizung.
Tesla Motors,Model S 90D,310,31.01.2019,264.2,45.31,Summer tires,1,1,1,Moderate,17.15,1,0,,4.45,"Twizzyfahrerin hat meinen Ladestecker herausgezogen :-(.<br /><br />Am Anfang des Trips wollte ich mal in der Nacht wissen, was bei 0°C geht. Später steigender Verbrauch :-)<br /><br />Weiterhin hoher Verbrauch.<br /><br />Klimaanlage steht im Winter für gelegentlich Heizung."
Tesla Motors,Model S 90D,310,18.01.2019,2.5,0.7,Summer tires,1,1,1,Moderate,28,1,0,,15.3,"Ladeunterbrechung, dazwischen 1,25 km den Berg hinauf und irgendwann wieder herunter, was für ein Verbrauch:-(<br /><br />weiterhin hoher Verbrauch... Sind die neuen Michelinreifen der Grund?<br /><br />Klimaanlage steht im Winter für die Heizung ..."
Tesla Motors,Model S 90D,310,17.01.2019,203.1,35.1,Summer tires,1,1,1,Moderate,17.28,1,0,,4.58,weiterhin hoher Verbrauch... Sind die neuen Michelinreifen der Grund?<br /><br />Klimaanlage steht im Winter für die gelegentlich eingeschaltete Heizung.
Tesla Motors,Model S 90D,310,10.01.2019,90.9,16,Summer tires,1,1,1,Moderate,17.6,1,0,,4.9,weiterhin hoher Verbrauch... Sind die neuen Michelinreifen schuld?<br /><br />Klimaanlage steht im Winter für die gelegentlich eingeschaltete Heizung.
Tesla Motors,Model S 90D,310,01.01.2019,153.2,29.7,Summer tires,1,1,1,Moderate,19.39,1,0,,6.69,weiterhin hoher Verbrauch... Neue Michelinreifen<br /><br />Klimaanlage steht im Winter für die gelegentlich eingeschaltete Heizung.
Tesla Motors,Model S 90D,310,25.12.2018,139.8,26.6,Summer tires,1,1,1,Moderate,19.03,1,0,,6.33,weiterhin hoher Verbrauch... Neue Michelinreifen<br /><br />Klimaanlage steht im Winter für die gelegentlich eingeschaltete Heizung.
Tesla Motors,Model S 90D,310,21.12.2018,371.4,59.1,Summer tires,1,1,1,Moderate,15.91,1,0,,3.21,weiterhin hoher Verbrauch... Neue Michelinreifen<br /><br />Klimaanlage steht im Winter für die gelegentlich eingeschaltete Heizung.
Tesla Motors,Model S 90D,310,12.12.2018,233,38.7,Summer tires,1,1,1,Moderate,16.61,1,0,,3.91,weiterhin hoher Verbrauch... Neue Michelinreifen<br /><br />Klimaanlage steht  im Winter für die gelegentlich eingeschaltete Heizung.
Tesla Motors,Model S 90D,310,04.12.2018,311.2,55.5,Summer tires,1,1,1,Moderate,17.83,1,0,,5.13,weiterhin hoher Verbrauch... Neue Michelinreifen<br /><br />Klimaanlage steht  im Winter für die gelegentlich eingeschaltete Heizung.
Tesla Motors,Model S 90D,310,30.11.2018,223.9,36.9,Summer tires,1,1,1,Moderate,16.48,1,0,,3.78,weiterhin hoher Verbrauch... Neue Michelinreifen<br /><br />Klimaanlage steht  im Winter für die gelegentlich eingeschaltete Heizung.
Tesla Motors,Model S 90D,310,19.11.2018,186.6,30.8,Summer tires,1,1,1,Moderate,16.51,1,0,,3.81,"deutlich höherer Verbrauch.<br />Liegt es an den neuen Michelin-SR von Tesla?<br /><br />Klimaanlage steht für die Heizung, die gelegentlich eingeschaltet wurde."
Tesla Motors,Model S 90D,310,14.11.2018,376.9,50.9,Summer tires,1,1,1,Moderate,13.5,0,0,,0.8,
Tesla Motors,Model S 90D,310,09.11.2018,338.3,46.6,Summer tires,1,1,1,Moderate,13.77,1,0,,1.07,"Klimaanlage steht für die Heizung, die gelegentlich eingeschaltet wurde."
Tesla Motors,Model S 90D,310,08.11.2018,360.9,54.6,Summer tires,1,1,1,Moderate,15.13,0,0,,2.43,
Tesla Motors,Model S 90D,310,07.11.2018,261.9,36,Summer tires,1,1,1,Moderate,13.75,0,0,,1.05,
Tesla Motors,Model S 90D,310,31.10.2018,178.9,25.8,Summer tires,1,1,0,Moderate,14.42,0,0,,1.72,
Tesla Motors,Model S 90D,310,27.10.2018,175.1,26,Summer tires,1,1,0,Moderate,14.85,0,0,,2.15,
Tesla Motors,Model S 90D,310,26.10.2018,251.5,35.3,Summer tires,1,1,1,Moderate,14.04,0,0,,1.34,
Tesla Motors,Model S 90D,310,17.10.2018,51.9,5.2,Summer tires,1,1,1,Moderate,10.02,0,0,,-2.68,
Tesla Motors,Model S 90D,310,17.10.2018,403.3,49.3,Summer tires,1,1,0,Moderate,12.22,0,0,,-0.48,
Tesla Motors,Model S 90D,310,16.10.2018,181.6,26.9,Summer tires,0,1,0,Moderate,14.81,0,0,,2.11,
Tesla Motors,Model S 90D,310,15.10.2018,147.7,22.8,Summer tires,1,0,0,Moderate,15.44,0,0,,2.74,
Tesla Motors,Model S 90D,310,11.10.2018,15.1,2.2,Summer tires,1,0,0,Moderate,14.57,0,0,,1.87,
Tesla Motors,Model S 90D,310,11.10.2018,18.7,2.9,Summer tires,1,0,0,Moderate,15.51,0,0,,2.81,Schuko
Tesla Motors,Model S 90D,310,10.10.2018,146.5,21.4,Summer tires,0,1,0,Moderate,14.61,0,0,,1.91,
Tesla Motors,Model S 90D,310,07.10.2018,438,61.3,Summer tires,0,1,0,Moderate,14,0,0,,1.3,"Der Akku war leer und ich war zu langsam. Ich kam zu spät, die deadline um 22:49 am 07.10.2018 wurde überschritten, ich habe es in dem Moment bereits geahnt, ohne dass ich es wissen konnte. Danke für alles."
Tesla Motors,Model S 90D,310,06.10.2018,319.3,48,Summer tires,0,1,0,Moderate,15.03,0,0,,2.33,
Tesla Motors,Model S 90D,310,15.09.2018,419.4,58.4,Summer tires,0,1,0,Moderate,13.92,0,0,,1.22,
Tesla Motors,Model S 90D,310,14.09.2018,391.8,50.5,Summer tires,1,1,1,Moderate,12.89,0,0,,0.19,
Tesla Motors,Model S 90D,310,04.09.2018,493.5,61.2,Summer tires,1,1,1,Moderate,12.4,0,0,,-0.3,
Tesla Motors,Model S 90D,310,28.08.2018,500.1,59.1,Summer tires,1,1,1,Moderate,11.82,1,0,,-0.88,
Tesla Motors,Model S 90D,310,17.08.2018,400.3,53.3,Summer tires,1,1,1,Moderate,13.32,1,0,,0.62,
Tesla Motors,Model S 90D,310,13.08.2018,382.5,53,Summer tires,1,1,1,Moderate,13.86,1,0,,1.16,
Tesla Motors,Model S 90D,310,12.08.2018,5.7,1.1,Summer tires,1,1,1,Moderate,19.3,1,0,,6.6,Vorführfart ;-)
Tesla Motors,Model S 90D,310,10.08.2018,97.2,13,Summer tires,1,1,1,Moderate,13.37,1,0,,0.67,
Tesla Motors,Model S 90D,310,10.08.2018,126.1,18.2,Summer tires,1,1,1,Moderate,14.43,1,0,,1.73,
Tesla Motors,Model S 90D,310,10.08.2018,532.5,68.8,Summer tires,1,1,1,Moderate,12.92,1,0,,0.22,
Tesla Motors,Model S 90D,310,09.08.2018,443.7,58.2,Summer tires,1,1,1,Moderate,13.12,1,0,,0.42,
Tesla Motors,Model S 90D,310,01.08.2018,444.8,52.2,Summer tires,1,1,1,Moderate,11.74,1,0,,-0.96,wieder verdammt heiss in der Rheinebene.....
Tesla Motors,Model S 90D,310,24.07.2018,358.2,47.6,Summer tires,0,1,0,Moderate,13.29,1,0,,0.59,es war verdammt heiss...
Tesla Motors,Model S 90D,310,24.07.2018,317.4,41.8,Summer tires,1,1,1,Moderate,13.17,1,0,,0.47,"bis zu 35C, d.h. die Klimaanlage lief permanent"
Tesla Motors,Model S 90D,310,20.07.2018,207.5,27.5,Summer tires,1,1,1,Moderate,13.25,1,0,,0.55,Eine Fahrt hin und zurück. <br />Mann war das heiß. Bei 35°C im Schatten fuhr sogar ich permanent mit Klimaanlage ;-).
Tesla Motors,Model S 90D,310,19.07.2018,314.1,41.1,Summer tires,1,1,1,Moderate,13.09,1,0,,0.39,
Tesla Motors,Model S 90D,310,14.07.2018,420.4,53.1,Summer tires,1,1,1,Moderate,12.63,0,0,,-0.07,ich bin auch jetzt noch zufrieden mit dem Verbrauch
Tesla Motors,Model S 90D,310,02.07.2018,206.5,25.6,Summer tires,0,1,0,Moderate,12.4,0,0,,-0.3,bin ganz zufrieden mit dem Verbrauch
Tesla Motors,Model S 90D,310,30.06.2018,394.9,47.9,Summer tires,1,1,0,Moderate,12.13,1,0,,-0.57,ich bin sehr zufrieden mit dem Verbrauch
Tesla Motors,Model S 90D,310,30.06.2018,279.3,37.4,Summer tires,0,1,0,Moderate,13.39,1,0,,0.69,v
Tesla Motors,Model S 90D,310,29.06.2018,402.8,57.7,Summer tires,1,1,0,Moderate,14.32,1,0,,1.62,
Tesla Motors,Model S 90D,310,27.06.2018,318,44.3,Summer tires,0,1,0,Moderate,13.93,1,0,,1.23,
Tesla Motors,Model S 90D,310,27.06.2018,144.3,17.7,Summer tires,0,1,0,Moderate,12.27,1,0,,-0.43,
Tesla Motors,Model S 90D,310,27.06.2018,352,59.9,Summer tires,0,1,0,Normal,17.02,0,0,,4.32,Tochter hat es etwas krachen lassen  ;-)
Tesla Motors,Model S 90D,310,26.06.2018,277,34.6,Summer tires,1,1,1,Moderate,12.49,0,0,,-0.21,
Tesla Motors,Model S 90D,310,12.06.2018,484.6,61.1,Summer tires,1,1,1,Moderate,12.61,1,0,,-0.09,
Tesla Motors,Model S 90D,310,06.06.2018,81.9,10.9,Summer tires,1,1,1,Moderate,13.31,1,0,,0.61,
Tesla Motors,Model S 90D,310,04.06.2018,419.1,51.3,Summer tires,1,1,1,Moderate,12.24,1,0,,-0.46,
Tesla Motors,Model S 90D,310,28.05.2018,361.9,43.8,Summer tires,1,1,1,Moderate,12.1,1,0,,-0.6,"die ganze Zeit waren es 115 Wh/km, dann gings ca. 300 Hm bergauf..."
Tesla Motors,Model S 90D,310,28.05.2018,316.9,42,Summer tires,1,1,1,Moderate,13.25,0,0,,0.55,
Tesla Motors,Model S 90D,310,21.05.2018,231.9,31.8,Summer tires,1,1,1,Moderate,13.71,0,0,,1.01,
Tesla Motors,Model S 90D,310,17.05.2018,76,11.8,Summer tires,1,1,1,Moderate,15.53,0,0,,2.83,schon wieder eine verbrauchserhöhende Vorfürfahrt
Tesla Motors,Model S 90D,310,15.05.2018,307.3,45.4,Summer tires,1,1,1,Moderate,14.77,0,0,,2.07,eine schnelle Vorfürfahrt erhöhte deutlich den Verbrauch
Tesla Motors,Model S 90D,310,13.05.2018,452.5,58.6,Summer tires,1,1,1,Moderate,12.95,0,0,,0.25,
Tesla Motors,Model S 90D,310,04.05.2018,196.9,26.9,Summer tires,1,1,1,Moderate,13.66,0,0,,0.96,
Tesla Motors,Model S 90D,310,02.05.2018,171.8,23.1,Summer tires,1,1,1,Moderate,13.45,0,0,,0.75,
Tesla Motors,Model S 90D,310,30.04.2018,235.4,29.1,Summer tires,1,1,1,Moderate,12.36,0,0,,-0.34,
Tesla Motors,Model S 90D,310,26.04.2018,271,35.8,Summer tires,1,0,1,Moderate,13.21,0,0,,0.51,tolle Verbräuche bei trockenen 15 bis 22 °C.
Tesla Motors,Model S 90D,310,17.04.2018,430.9,61.5,Summer tires,0,1,1,Moderate,14.27,0,0,,1.57,"Die ersten 160 km bei Regen und mit etwas Zuheizung, d.h. erhöhter Verbrauch.<br />Die letzten 100km dann bei schönstem Wetter mit um die 130Wh/km."
Tesla Motors,Model S 90D,310,13.04.2018,300.7,41.4,Summer tires,1,0,1,Moderate,13.77,0,0,,1.07,
Tesla Motors,Model S 90D,310,08.04.2018,61.2,17.3,Summer tires,1,1,0,Moderate,28.27,0,0,,15.57,2 Vorführfahrten jeweils zu fünft mit bis zu 240 km/h (bei den Teslas immer auch zu 100% identisch mit der GPS-Geschwindigkeit) führt eben zu einem leicht erhöhten Stromverbrauch.
Tesla Motors,Model S 90D,310,08.04.2018,158.7,22.6,Summer tires,1,0,1,Moderate,14.24,0,0,,1.54,
Tesla Motors,Model S 90D,310,04.04.2018,442.4,62.6,Summer tires,1,0,1,Moderate,14.15,0,0,,1.45,
Tesla Motors,Model S 90D,310,01.04.2018,289.2,43,Summer tires,1,0,1,Moderate,14.87,0,0,,2.17,
Tesla Motors,Model S 90D,310,26.03.2018,298.6,48.1,Summer tires,1,1,1,Moderate,16.11,0,0,,3.41,einige kalte Tage und der Stromverbrauch steigt...<br />einige nasse Tage und der Stromverbrauch steigt...
Tesla Motors,Model S 90D,310,15.03.2018,346.7,49,Summer tires,1,1,1,Moderate,14.13,0,0,,1.43,
Tesla Motors,Model S 90D,310,12.03.2018,244.1,34.4,Summer tires,1,1,1,Moderate,14.09,0,0,,1.39,
Tesla Motors,Model S 90D,310,10.03.2018,250,37.7,Summer tires,1,1,1,Moderate,15.08,0,0,,2.38,
Tesla Motors,Model S 90D,310,03.03.2018,190.4,28.3,Summer tires,0,1,0,Moderate,14.86,0,0,,2.16,
Tesla Motors,Model S 90D,310,02.03.2018,331.5,48.2,Summer tires,0,1,0,Moderate,14.54,0,0,,1.84,
Tesla Motors,Model S 90D,310,01.03.2018,315.1,48.9,Summer tires,0,1,0,Moderate,15.52,0,0,,2.82,"weiter affig kalt,meist bei Temperaturen von -6C gefahren. Erst jetzt wird es etwas freundlicher..."
Tesla Motors,Model S 90D,310,28.02.2018,339.4,55.2,Summer tires,0,1,0,Moderate,16.26,0,0,,3.56,"Affig kalt, zwischen minus 6 C und minus 10 C"
Tesla Motors,Model S 90D,310,28.02.2018,265.4,46.3,Summer tires,0,1,0,Moderate,17.45,0,0,,4.75,Temperaturen zwischen -6 und -10 C
Tesla Motors,Model S 90D,310,25.02.2018,220.6,35.7,Summer tires,0,1,0,Moderate,16.18,0,0,,3.48,die letzten 140 km bei -5C
Tesla Motors,Model S 90D,310,23.02.2018,400.9,66.1,Summer tires,0,1,0,Moderate,16.49,0,0,,3.79,"die ersten 65 km mit 13,18 kWh pro 100 km gefahren, allerdings gings leicht bergab, vom SuC in Bad Rappenau ins Rheintal."
Tesla Motors,Model S 90D,310,18.02.2018,200.6,32.8,Summer tires,0,1,0,Moderate,16.35,0,0,,3.65,"Die ca. 30 km lange Probefahrt auf der schäbischen Alb hat den Schnitt etwas verdorben, aber macht nichts, war für einen guten Zweck ;-)."
Tesla Motors,Model S 90D,310,18.02.2018,263.8,39.5,Summer tires,1,1,1,Moderate,14.97,0,0,,2.27,die ersten 188 km bei 8°C und trockener Fahrbahn ergaben einen hervorragenden Verbrauch von 141Wh pro km :-)
Tesla Motors,Model S 90D,310,14.02.2018,271.8,42.8,Summer tires,1,1,1,Moderate,15.75,0,0,,3.05,
Tesla Motors,Model S 90D,310,07.02.2018,88.8,14.5,Summer tires,1,1,1,Moderate,16.33,0,0,,3.63,
Tesla Motors,Model S 90D,310,07.02.2018,323.2,49.9,Summer tires,1,1,1,Moderate,15.44,0,0,,2.74,
Tesla Motors,Model S 90D,310,25.01.2018,306.3,49.6,Summer tires,1,1,1,Moderate,16.19,0,0,,3.49,
Tesla Motors,Model S 90D,310,15.01.2018,159.7,25.8,Summer tires,1,1,1,Moderate,16.16,0,0,,3.46,
Tesla Motors,Model S 90D,310,15.01.2018,21.3,3.7,Summer tires,1,1,1,Moderate,17.37,0,0,,4.67,
Tesla Motors,Model S 90D,310,14.01.2018,294.5,41.8,Summer tires,1,1,1,Moderate,14.19,0,0,,1.49,
Tesla Motors,Model S 90D,310,07.01.2018,312.6,44.1,Summer tires,0,1,0,Moderate,14.11,0,0,,1.41,
Tesla Motors,Model S 90D,310,07.01.2018,296.1,49.7,Summer tires,0,1,0,Moderate,16.78,0,0,,4.08,
Tesla Motors,Model S 90D,310,06.01.2018,75,13.1,Summer tires,1,0,1,Moderate,17.47,0,0,,4.77,Vorführfahrt ;-)
Tesla Motors,Model S 90D,310,30.12.2017,52.5,9,Summer tires,1,0,1,Moderate,17.14,0,0,,4.44,
Tesla Motors,Model S 90D,310,29.12.2017,127.3,20.7,Summer tires,1,1,1,Moderate,16.26,0,0,,3.56,
Tesla Motors,Model S 90D,310,28.12.2017,284.6,45.1,Summer tires,1,1,1,Moderate,15.85,0,0,,3.15,
Tesla Motors,Model S 90D,310,22.12.2017,185.7,33.2,Summer tires,1,1,1,Moderate,17.88,0,0,,5.18,
Tesla Motors,Model S 90D,310,19.12.2017,98.9,17.5,Summer tires,1,1,1,Moderate,17.69,0,0,,4.99,
Tesla Motors,Model S 90D,310,15.12.2017,177.5,31.3,Summer tires,1,1,1,Moderate,17.63,0,0,,4.93,
Tesla Motors,Model S 90D,310,09.12.2017,247,41.8,Summer tires,1,1,1,Moderate,16.92,0,0,,4.22,
Tesla Motors,Model S 90D,310,27.11.2017,361.8,56.2,Summer tires,1,1,1,Moderate,15.53,0,0,,2.83,
Tesla Motors,Model S 90D,310,21.11.2017,227.2,38.9,Summer tires,1,1,1,Moderate,17.12,0,0,,4.42,
Tesla Motors,Model S 90D,310,18.11.2017,281.5,46.7,Summer tires,1,1,1,Moderate,16.59,0,0,,3.89,
Tesla Motors,Model S 90D,310,13.11.2017,66.3,14,Summer tires,1,1,1,Moderate,21.12,0,0,,8.42,Teilladung durch SeC Stuttgart während des 12 Volt Akku Tausches auf Garantie
Tesla Motors,Model S 90D,310,12.11.2017,339.8,59.8,Summer tires,1,1,1,Moderate,17.6,0,0,,4.9,"Sauwetter, 4 bis 6 Grad Celsius, immer Regen. Der AP ließ sich wetterbedingt nur auf ca. 20% der Strecke aktivieren"
Tesla Motors,Model S 90D,310,11.11.2017,185.3,31,Summer tires,1,1,1,Moderate,16.73,0,0,,4.03,die dauerhaft nasse Fahrbahn und Temperaturen von 6 bis 8 °C erhöhen den Verbrauch schon etwas...
Tesla Motors,Model S 90D,310,08.11.2017,160.3,23.1,Summer tires,1,1,1,Moderate,14.41,0,0,,1.71,
Tesla Motors,Model S 90D,310,07.11.2017,245.3,38.9,Summer tires,1,1,1,Moderate,15.86,0,0,,3.16,
Tesla Motors,Model S 90D,310,03.11.2017,312,44.8,Summer tires,1,1,1,Moderate,14.36,0,0,,1.66,
Tesla Motors,Model S 90D,310,21.10.2017,404.6,61.4,Summer tires,1,1,1,Moderate,15.18,0,0,,2.48,
Tesla Motors,Model S 90D,310,17.10.2017,448.1,63.3,Summer tires,1,1,1,Moderate,14.13,0,0,,1.43,
Tesla Motors,Model S 90D,310,09.10.2017,391.8,55.6,Summer tires,1,1,1,Moderate,14.19,0,0,,1.49,
Tesla Motors,Model S 90D,310,08.10.2017,447.9,67.7,Summer tires,1,1,1,Moderate,15.11,0,0,,2.41,
Tesla Motors,Model S 90D,310,03.10.2017,440.4,60.1,Summer tires,1,1,1,Moderate,13.65,0,0,,0.95,
Tesla Motors,Model S 90D,310,23.09.2017,174.6,26.6,Summer tires,1,1,1,Moderate,15.23,0,0,,2.53,
Tesla Motors,Model S 90D,310,19.09.2017,311.5,44.5,Summer tires,1,1,1,Moderate,14.29,0,0,,1.59,
Tesla Motors,Model S 90D,310,13.09.2017,329.8,46.9,Summer tires,1,1,1,Moderate,14.22,0,0,,1.52,
Tesla Motors,Model S 90D,310,09.09.2017,286.8,44.6,Summer tires,1,1,1,Moderate,15.55,0,0,,2.85,
Tesla Motors,Model S 90D,310,07.09.2017,513.1,70.7,Summer tires,1,1,1,Moderate,13.78,0,0,,1.08,
Tesla Motors,Model S 90D,310,02.09.2017,305.9,46.7,Summer tires,1,1,1,Moderate,15.27,0,0,,2.57,
Tesla Motors,Model S 90D,310,02.09.2017,256.7,36.1,Summer tires,1,1,1,Moderate,14.06,0,0,,1.36,
Tesla Motors,Model S 90D,310,24.08.2017,475.6,67.4,Summer tires,1,1,1,Moderate,14.17,1,0,,1.47,
Tesla Motors,Model S 90D,310,10.08.2017,318,51.2,Summer tires,1,1,1,Moderate,16.1,1,0,,3.4,
Tesla Motors,Model S 90D,310,08.08.2017,244.5,34.8,Summer tires,1,1,1,Moderate,14.23,1,0,,1.53,
Tesla Motors,Model S 90D,310,07.08.2017,512.5,63.7,Summer tires,1,1,1,Moderate,12.43,1,0,,-0.27,
Tesla Motors,Model S 90D,310,06.08.2017,268.2,41.2,Summer tires,1,1,1,Moderate,15.36,1,0,,2.66,
Tesla Motors,Model S 90D,310,05.08.2017,179.8,28.6,Summer tires,1,1,1,Moderate,15.91,1,0,,3.21,
