,manufacturer,version,power(kW),fuel_date,trip_distance(km),quantity(kWh),tire_type,city,motor_way,country_roads,driving_style,consumption(kWh/100km),A/C,park_heating,avg_speed(km/h),ecr_deviation,fuel_note
10019,Tesla Motors,Model S 75 D,386,29.04.2020,33.0,5.6,Winter tires,1,0,0,Normal,16.97,1,0,,4.27,"MNFG - 30,54 kWh"
10020,Tesla Motors,Model S 75 D,386,25.04.2020,27.1,4.6,Winter tires,1,0,0,Normal,16.97,1,0,,4.27,Stromnetz Hamburg # 3814
10021,Tesla Motors,Model S 75 D,386,24.04.2020,70.2,14.4,Winter tires,1,0,0,Normal,20.51,1,0,,7.81,@Home
10022,Tesla Motors,Model S 75 D,386,13.04.2020,23.9,4.9,Winter tires,1,0,0,Normal,20.5,1,0,,7.8,@Home
10023,Tesla Motors,Model S 75 D,386,12.04.2020,69.7,12.4,Winter tires,1,0,0,Normal,17.79,1,0,,5.09,@Home
10024,Tesla Motors,Model S 75 D,386,31.03.2020,28.2,7.6,Winter tires,1,0,0,Normal,26.95,1,0,,14.25,"MNFG - 26,09 kWh"
10025,Tesla Motors,Model S 75 D,386,15.03.2020,217.0,34.9,Winter tires,0,1,0,Normal,16.08,1,0,,3.38,@Home
10026,Tesla Motors,Model S 75 D,386,15.03.2020,252.9,40.8,Winter tires,0,1,0,Normal,16.13,1,0,,3.43,SuC Rhüden
10027,Tesla Motors,Model S 75 D,386,15.03.2020,343.2,58.2,Winter tires,1,1,0,Normal,16.96,1,0,,4.26,SuC Zella-Mehlis
10028,Tesla Motors,Model S 75 D,386,14.03.2020,46.6,6.8,Winter tires,1,1,0,Normal,14.59,1,0,,1.89,"Park One Nove, München"
10029,Tesla Motors,Model S 75 D,386,14.03.2020,207.3,40.9,Winter tires,0,1,1,Normal,19.73,1,0,,7.03,SuC Weyarn
10030,Tesla Motors,Model S 75 D,386,13.03.2020,74.7,18.8,Winter tires,1,1,0,Normal,25.17,1,0,,12.47,"Aberg Talstation, Maria Alm"
10031,Tesla Motors,Model S 75 D,386,10.03.2020,55.5,13.7,Winter tires,1,1,0,Normal,24.68,1,0,,11.98,"Aberg Talstation, Maria Alm"
10032,Tesla Motors,Model S 75 D,386,09.03.2020,4.7,1.6,Winter tires,1,1,0,Normal,34.04,1,0,,21.34,"Aberg Talstation, Maria Alm"
10033,Tesla Motors,Model S 75 D,386,08.03.2020,105.3,22.0,Winter tires,1,1,0,Normal,20.89,1,0,,8.19,"Aberg Talstation, Maria Alm"
10034,Tesla Motors,Model S 75 D,386,07.03.2020,53.9,8.8,Winter tires,1,1,0,Normal,16.33,1,0,,3.63,SuC Bernau
10035,Tesla Motors,Model S 75 D,386,07.03.2020,19.7,4.5,Winter tires,1,1,0,Normal,22.84,1,0,,10.14,SuC Weyarn
10036,Tesla Motors,Model S 75 D,386,07.03.2020,161.5,35.4,Winter tires,1,1,0,Normal,21.92,1,0,,9.22,EnBW Hofoldinger Forst CCS
10037,Tesla Motors,Model S 75 D,386,06.03.2020,210.7,43.8,Winter tires,1,1,0,Normal,20.79,1,0,,8.09,SuC Hilpoltstein
10038,Tesla Motors,Model S 75 D,386,06.03.2020,131.5,31.0,Winter tires,1,1,0,Normal,23.57,1,0,,10.87,SuC Zella-Mehlis
10039,Tesla Motors,Model S 75 D,386,06.03.2020,125.2,26.2,Winter tires,1,1,0,Normal,20.93,1,0,,8.23,SuC Sangerhausen
10040,Tesla Motors,Model S 75 D,386,06.03.2020,217.1,46.1,Winter tires,1,1,0,Normal,21.23,1,0,,8.53,SuC Rhüden
10041,Tesla Motors,Model S 75 D,386,05.03.2020,112.2,25.4,Winter tires,1,1,0,Normal,22.64,1,0,,9.94,@Home
10042,Tesla Motors,Model S 75 D,386,03.03.2020,53.0,15.5,Winter tires,1,1,0,Normal,29.25,1,0,,16.55,SuC Braak
10043,Tesla Motors,Model S 75 D,386,28.02.2020,65.5,18.2,Winter tires,1,1,0,Normal,27.79,1,0,,15.09,"MNFG - 36,18 kWh"
10044,Tesla Motors,Model S 75 D,386,24.02.2020,31.8,11.3,Winter tires,1,1,0,Normal,35.53,1,0,,22.83,Kaufland HH-Wandsbek CCS
10045,Tesla Motors,Model S 75 D,386,21.02.2020,112.8,25.0,Winter tires,1,1,0,Normal,22.16,1,0,,9.46,"MNFG - 45,44 kWh"
10046,Tesla Motors,Model S 75 D,386,14.02.2020,23.6,6.1,Winter tires,1,1,0,Normal,25.85,1,0,,13.15,"MNFG - 37,06 kWh"
10047,Tesla Motors,Model S 75 D,386,13.02.2020,85.0,19.2,Winter tires,1,1,0,Normal,22.59,1,0,,9.89,Ostkreuz Center Oststeinbek CCS
10048,Tesla Motors,Model S 75 D,386,12.02.2020,118.5,27.2,Winter tires,0,1,0,Normal,22.95,1,0,,10.25,SuC Wittenburg
10049,Tesla Motors,Model S 75 D,386,12.02.2020,77.8,16.1,Winter tires,0,1,0,Normal,20.69,1,0,,7.99,SuC Herzsprung
10050,Tesla Motors,Model S 75 D,386,12.02.2020,79.9,18.0,Winter tires,1,1,0,Normal,22.53,1,0,,9.83,"McArthur Glen, Wustermark"
10051,Tesla Motors,Model S 75 D,386,11.02.2020,146.1,29.8,Winter tires,1,1,0,Normal,20.4,1,0,,7.7,SuC Blankenfelde-Mahlow
10052,Tesla Motors,Model S 75 D,386,10.02.2020,213.5,46.9,Winter tires,1,1,0,Normal,21.97,1,0,,9.27,SuC Herzsprung
10053,Tesla Motors,Model S 75 D,386,09.02.2020,88.4,24.5,Winter tires,1,0,0,Normal,27.71,1,0,,15.01,@Homr
10054,Tesla Motors,Model S 75 D,386,07.02.2020,77.0,23.2,Winter tires,1,0,0,Normal,30.13,1,0,,17.43,"MNFG - 24,80 kWh"
10055,Tesla Motors,Model S 75 D,386,02.02.2020,92.6,19.1,Winter tires,1,1,0,Normal,20.63,1,0,,7.93,@Home
10056,Tesla Motors,Model S 75 D,386,02.02.2020,215.9,41.9,Winter tires,1,1,0,Normal,19.41,1,0,,6.71,SuC Wittenburg
10057,Tesla Motors,Model S 75 D,386,02.02.2020,105.6,20.3,Winter tires,1,1,0,Normal,19.22,1,0,,6.52,"Ladesäule, Reinhardtstrasse, Berlin"
10058,Tesla Motors,Model S 75 D,386,30.01.2020,218.8,46.7,Winter tires,1,1,0,Normal,21.34,1,0,,8.64,SuC Herzsprung
10059,Tesla Motors,Model S 75 D,386,29.01.2020,84.4,25.4,Winter tires,1,0,0,Normal,30.09,1,0,,17.39,@Home
10060,Tesla Motors,Model S 75 D,386,24.01.2020,123.2,31.2,Winter tires,1,1,0,Normal,25.32,1,0,,12.62,SuC Braak
10061,Tesla Motors,Model S 75 D,386,18.01.2020,40.1,9.6,Winter tires,1,1,0,Normal,23.94,1,0,,11.24,"Buchholz, Breite Strasse"
10062,Tesla Motors,Model S 75 D,386,17.01.2020,61.6,14.9,Winter tires,1,0,0,Normal,24.19,1,0,,11.49,@Home
10063,Tesla Motors,Model S 75 D,386,13.01.2020,48.9,12.3,Winter tires,1,0,0,Normal,25.15,1,0,,12.45,@Home
10064,Tesla Motors,Model S 75 D,386,07.01.2020,14.7,4.3,Winter tires,1,0,0,Normal,29.25,1,0,,16.55,Kaufland HH-Wandsbek CCS
10065,Tesla Motors,Model S 75 D,386,07.01.2020,217.9,40.3,Winter tires,0,1,1,Normal,18.49,1,0,,5.79,"MNFG - 15,59 kWh"
10066,Tesla Motors,Model S 75 D,386,05.01.2020,253.1,49.1,Winter tires,0,1,1,Normal,19.4,1,0,,6.7,SuC Rhüden
10067,Tesla Motors,Model S 75 D,386,05.01.2020,211.0,41.3,Winter tires,0,1,1,Normal,19.57,1,0,,6.87,SuC Zella-Mehlis
10068,Tesla Motors,Model S 75 D,386,05.01.2020,176.9,33.1,Winter tires,0,1,1,Normal,18.71,1,0,,6.01,SuC Hilpoltstein
10069,Tesla Motors,Model S 75 D,386,04.01.2020,22.1,4.6,Winter tires,0,1,1,Normal,20.81,1,0,,8.11,Rathaus Holzkirchen
10070,Tesla Motors,Model S 75 D,386,04.01.2020,170.6,37.7,Winter tires,0,1,1,Normal,22.1,1,0,,9.4,SuC Irschenberg
10071,Tesla Motors,Model S 75 D,386,03.01.2020,61.7,21.4,Winter tires,1,0,1,Normal,34.68,1,0,,21.98,Aberg Talstation
10072,Tesla Motors,Model S 75 D,386,01.01.2020,40.1,13.6,Winter tires,1,0,1,Normal,33.92,1,0,,21.22,"Tauern Spa, Kaprun"
10073,Tesla Motors,Model S 75 D,386,31.12.2019,23.5,10.0,Winter tires,1,0,1,Normal,42.55,1,0,,29.85,Aberg Talstation
10074,Tesla Motors,Model S 75 D,386,29.12.2019,142.3,30.6,Winter tires,0,1,0,Normal,21.5,1,0,,8.8,Aberg Talstation
10075,Tesla Motors,Model S 75 D,386,28.12.2019,53.9,9.4,Winter tires,0,1,0,Normal,17.44,1,0,,4.74,SuC Bernau
10076,Tesla Motors,Model S 75 D,386,28.12.2019,181.2,37.0,Winter tires,0,1,0,Normal,20.42,1,0,,7.72,SuC Weyarn
10077,Tesla Motors,Model S 75 D,386,27.12.2019,210.5,41.8,Winter tires,0,1,0,Normal,19.86,1,0,,7.16,SuC Hilpoltstein
10078,Tesla Motors,Model S 75 D,386,27.12.2019,131.5,29.8,Winter tires,0,1,1,Normal,22.66,1,0,,9.96,SuC Zella-Mehlis
10079,Tesla Motors,Model S 75 D,386,27.12.2019,121.8,24.8,Winter tires,0,1,1,Normal,20.36,1,0,,7.66,SuC Sangerhausen
10080,Tesla Motors,Model S 75 D,386,27.12.2019,216.7,43.3,Winter tires,0,1,0,Normal,19.98,1,0,,7.28,SuC Rhüden
10081,Tesla Motors,Model S 75 D,386,26.12.2019,197.7,42.4,Winter tires,1,0,0,Normal,21.45,1,0,,8.75,@Home
10082,Tesla Motors,Model S 75 D,386,25.12.2019,116.8,27.8,Winter tires,1,0,0,Normal,23.8,1,0,,11.1,@Home
10083,Tesla Motors,Model S 75 D,386,23.12.2019,79.2,21.7,Winter tires,1,0,0,Normal,27.4,1,0,,14.7,@Home
10084,Tesla Motors,Model S 75 D,386,19.12.2019,42.7,10.8,Winter tires,1,0,0,Normal,25.29,1,0,,12.59,Kaufland HH-Wandsbek CCS
10085,Tesla Motors,Model S 75 D,386,17.12.2019,221.0,45.9,Winter tires,1,1,1,Normal,20.77,1,0,,8.07,SuC Braak
10086,Tesla Motors,Model S 75 D,386,14.12.2019,10.2,2.5,Winter tires,1,0,0,Normal,24.51,1,0,,11.81,@Home
10087,Tesla Motors,Model S 75 D,386,14.12.2019,206.7,42.1,Winter tires,1,1,1,Normal,20.37,1,0,,7.67,Stromnetz HH #9022
10088,Tesla Motors,Model S 75 D,386,14.12.2019,40.8,10.4,Winter tires,1,1,0,Normal,25.49,1,0,,12.79,"AC, Stadtwerke  Tornesch"
10089,Tesla Motors,Model S 75 D,386,14.12.2019,16.7,5.3,Winter tires,1,0,0,Normal,31.74,1,0,,19.04,@Home
10090,Tesla Motors,Model S 75 D,386,11.12.2019,69.8,21.1,Winter tires,0,1,1,Normal,30.23,1,0,,17.53,@Home
10091,Tesla Motors,Model S 75 D,386,30.11.2019,183.1,38.8,Winter tires,0,1,1,Normal,21.19,1,0,,8.49,@Home
10092,Tesla Motors,Model S 75 D,386,30.11.2019,89.2,19.5,Winter tires,0,1,1,Normal,21.86,1,0,,9.16,@Home
10093,Tesla Motors,Model S 75 D,386,30.11.2019,86.0,20.0,Winter tires,0,1,1,Normal,23.26,1,0,,10.56,"McArthur Glen Designer Outlet, NMS"
10094,Tesla Motors,Model S 75 D,386,28.11.2019,53.4,12.0,Winter tires,0,1,1,Normal,22.47,1,0,,9.77,@Home
10095,Tesla Motors,Model S 75 D,386,26.11.2019,44.0,11.6,Winter tires,0,1,1,Normal,26.36,1,0,,13.66,SuC Braak
10096,Tesla Motors,Model S 75 D,386,19.11.2019,39.0,9.3,Winter tires,0,1,1,Normal,23.85,1,0,,11.15,SuC Braak
10097,Tesla Motors,Model S 75 D,386,09.11.2019,108.2,26.1,Winter tires,0,1,1,Normal,24.12,1,0,,11.42,SuC Braak
10098,Tesla Motors,Model S 75 D,386,03.11.2019,191.8,34.0,Winter tires,0,1,1,Normal,17.73,1,0,,5.03,@Home
10099,Tesla Motors,Model S 75 D,386,02.11.2019,214.8,36.9,Winter tires,0,1,1,Normal,17.18,1,0,,4.48,SuC Lohne
10100,Tesla Motors,Model S 75 D,386,02.11.2019,37.5,7.6,Winter tires,0,1,1,Normal,20.27,1,0,,7.57,"UCI Ruhr Park, Bochum"
10101,Tesla Motors,Model S 75 D,386,02.11.2019,145.2,25.4,Winter tires,0,1,1,Normal,17.49,1,0,,4.79,CentrO Oberhausen P4
10102,Tesla Motors,Model S 75 D,386,01.11.2019,191.3,38.0,Winter tires,0,1,1,Normal,19.86,1,0,,7.16,SuC Erftstadt
10103,Tesla Motors,Model S 75 D,386,31.10.2019,212.8,43.3,Winter tires,0,1,1,Normal,20.35,1,0,,7.65,SuC Kamen
10104,Tesla Motors,Model S 75 D,386,31.10.2019,148.6,30.5,Winter tires,0,1,1,Normal,20.52,1,0,,7.82,SuC Brinkum
10105,Tesla Motors,Model S 75 D,386,30.10.2019,36.2,10.8,Winter tires,1,0,0,Normal,29.83,1,0,,17.13,@Home
10106,Tesla Motors,Model S 75 D,386,27.10.2019,167.6,30.1,Winter tires,0,1,1,Normal,17.96,1,0,,5.26,@Home
10107,Tesla Motors,Model S 75 D,386,22.10.2019,159.8,32.1,Winter tires,1,1,1,Normal,20.09,1,0,,7.39,@Home
10108,Tesla Motors,Model S 75 D,386,20.10.2019,227.5,42.0,Winter tires,1,0,0,Normal,18.46,1,0,,5.76,"Hansa-Park, Sierksdorf"
10109,Tesla Motors,Model S 75 D,386,20.10.2019,16.0,3.2,Winter tires,1,0,0,Normal,20.0,1,0,,7.3,@Home
10110,Tesla Motors,Model S 75 D,386,19.10.2019,53.6,11.3,Winter tires,1,0,0,Normal,21.08,1,0,,8.38,"Flughafen HAM, P4, Bereich W"
10111,Tesla Motors,Model S 75 D,386,19.10.2019,77.2,16.6,Winter tires,1,0,0,Normal,21.5,1,0,,8.8,SuC Braak
10112,Tesla Motors,Model S 75 D,386,13.10.2019,243.7,43.4,Winter tires,0,1,1,Normal,17.81,1,0,,5.11,SuC Braak
10113,Tesla Motors,Model S 75 D,386,02.10.2019,48.9,11.4,Winter tires,0,1,0,Normal,23.31,1,0,,10.61,"MNFG - 20,51 kWh"
10114,Tesla Motors,Model S 75 D,386,17.09.2019,222.0,37.9,Winter tires,0,1,1,Normal,17.07,1,0,,4.37,"MNFG - 51,84 kWh"
10115,Tesla Motors,Model S 75 D,386,16.09.2019,287.0,51.0,Winter tires,0,1,1,Normal,17.77,1,0,,5.07,SuC Rhüden
10116,Tesla Motors,Model S 75 D,386,16.09.2019,81.1,12.8,Winter tires,0,1,1,Normal,15.78,1,0,,3.08,"Ladesäule Skyline Plaza, Frankfurt am Main"
10117,Tesla Motors,Model S 75 D,386,15.09.2019,208.1,35.7,Winter tires,0,1,1,Normal,17.16,1,0,,4.46,SuC Mücke
10118,Tesla Motors,Model S 75 D,386,15.09.2019,270.0,46.2,Winter tires,1,1,1,Normal,17.11,1,0,,4.41,SuC Rhüden / Harz
10119,Tesla Motors,Model S 75 D,386,13.09.2019,11.2,2.1,Winter tires,1,0,0,Normal,18.75,1,0,,6.05,Stromnetz HH #911 CCS
10120,Tesla Motors,Model S 75 D,386,13.09.2019,22.8,4.8,Winter tires,1,0,0,Normal,21.05,1,0,,8.35,"MNFG - 29,36 kWh"
10121,Tesla Motors,Model S 75 D,386,12.09.2019,34.0,6.94,Winter tires,1,0,0,Normal,20.41,1,0,,7.71,IKEA Moorfleet CCS
10122,Tesla Motors,Model S 75 D,386,10.09.2019,115.0,20.2,Winter tires,1,1,1,Normal,17.57,1,0,,4.87,Tesla SeC HH
10123,Tesla Motors,Model S 75 D,386,08.09.2019,145.3,24.1,Winter tires,0,1,1,Normal,16.59,1,0,,3.89,"Ladesäule  Kaufland, SE"
10124,Tesla Motors,Model S 75 D,386,01.09.2019,98.2,16.4,Winter tires,0,1,1,Normal,16.7,1,0,,4.0,"Ladesäule Hansa-Park, Sierksdorf"
10125,Tesla Motors,Model S 75 D,386,31.08.2019,240.6,41.1,Winter tires,1,1,0,Normal,17.08,1,0,,4.38,"MNFG - 28,81 kWh"
10126,Tesla Motors,Model S 75 D,386,29.08.2019,191.4,33.9,Winter tires,1,0,0,Normal,17.71,1,0,,5.01,"MNFG - 38,11 kWh"
10127,Tesla Motors,Model S 75 D,386,12.08.2019,21.3,3.9,Winter tires,1,0,0,Normal,18.31,1,0,,5.61,Stromnetz HH #2485
10128,Tesla Motors,Model S 75 D,386,10.08.2019,91.8,16.7,Winter tires,1,1,1,Normal,18.19,1,0,,5.49,"MNFG - 35,38 kWh"
10129,Tesla Motors,Model S 75 D,386,08.08.2019,222.5,41.6,Winter tires,1,1,1,Normal,18.7,1,0,,6.0,"MNFG - 29,72 kWh"
10130,Tesla Motors,Model S 75 D,386,06.08.2019,200.5,35.2,Winter tires,1,1,1,Normal,17.56,1,0,,4.86,SuC Lohne
10131,Tesla Motors,Model S 75 D,386,06.08.2019,99.3,17.0,Winter tires,1,1,1,Normal,17.12,1,0,,4.42,"SuC Apeldoorn, NL"
10132,Tesla Motors,Model S 75 D,386,21.07.2019,195.8,33.5,Winter tires,1,1,1,Normal,17.11,1,0,,4.41,"SuC Badhoevedorp, NL"
10133,Tesla Motors,Model S 75 D,386,21.07.2019,297.9,51.2,Winter tires,1,1,1,Normal,17.19,1,0,,4.49,SuC Emsbüren
10134,Tesla Motors,Model S 75 D,386,20.07.2019,174.5,27.3,Winter tires,1,1,1,Normal,15.64,1,0,,2.94,"@Home - 37,82 kWh"
10135,Tesla Motors,Model S 75 D,386,19.07.2019,114.2,18.9,Winter tires,1,1,1,Normal,16.55,1,0,,3.85,"MNFG - 29,38 kWh"
10136,Tesla Motors,Model S 75 D,386,17.07.2019,78.2,12.4,Winter tires,0,1,1,Normal,15.86,1,0,,3.16,Ladesäule Eissporthalle Timmendorfer Strand
10137,Tesla Motors,Model S 75 D,386,17.07.2019,190.7,32.4,Winter tires,0,1,0,Normal,16.99,1,0,,4.29,"MNFG - 38,26 kWh"
10138,Tesla Motors,Model S 75 D,386,13.07.2019,103.8,18.9,Winter tires,1,0,0,Normal,18.21,1,0,,5.51,"@Home - 22,64 kWh"
10139,Tesla Motors,Model S 75 D,386,10.07.2019,128.7,25.8,Winter tires,1,0,0,Normal,20.05,1,0,,7.35,"MNFG - 42,8 kWh"
10140,Tesla Motors,Model S 75 D,386,25.06.2019,19.6,3.3,Winter tires,1,0,0,Normal,16.84,1,0,,4.14,@Home
10141,Tesla Motors,Model S 75 D,386,21.06.2019,180.2,29.7,Winter tires,1,0,0,Normal,16.48,1,0,,3.78,"MNFG - 45,21 kWh"
10142,Tesla Motors,Model S 75 D,386,11.06.2019,101.3,17.4,Winter tires,1,0,0,Normal,17.18,1,0,,4.48,SuC Braak
10143,Tesla Motors,Model S 75 D,386,09.06.2019,112.1,19.7,Winter tires,1,0,0,Normal,17.57,1,0,,4.87,SuC Braak
10144,Tesla Motors,Model S 75 D,386,02.06.2019,119.7,21.6,Winter tires,1,0,0,Normal,18.05,1,0,,5.35,"Flughafen HAM, P4, Bereich G"
10145,Tesla Motors,Model S 75 D,386,30.05.2019,86.3,14.1,Winter tires,1,0,0,Normal,16.34,1,0,,3.64,"Hansa-Park, Sierksdorf"
10146,Tesla Motors,Model S 75 D,386,30.05.2019,37.5,7.6,Winter tires,1,0,0,Normal,20.27,1,0,,7.57,"Flughafen HAM, P4, Bereich G"
10147,Tesla Motors,Model S 75 D,386,29.05.2019,37.9,7.1,Winter tires,1,0,0,Normal,18.73,1,0,,6.03,"Flughafen HAM,P4, Bereich W"
10148,Tesla Motors,Model S 75 D,386,29.05.2019,184.5,35.3,Winter tires,1,0,0,Normal,19.13,1,0,,6.43,"Famila HH-Steilshoop, CHAdeMO"
10149,Tesla Motors,Model S 75 D,386,24.05.2019,36.5,8.2,Winter tires,1,0,0,Normal,22.47,1,0,,9.77,@Home - 18 kWh
10150,Tesla Motors,Model S 75 D,386,10.05.2019,147.6,31.0,Winter tires,1,1,1,Normal,21.0,1,0,,8.3,"MNFG - 39,2 kWh"
10151,Tesla Motors,Model S 75 D,386,02.05.2019,87.6,16.1,Winter tires,1,1,1,Normal,18.38,1,0,,5.68,"Designer Outlet, NMS"
10152,Tesla Motors,Model S 75 D,386,02.05.2019,190.9,35.3,Winter tires,0,1,0,Normal,18.49,1,0,,5.79,"MNFG - 54,85 kWh"
10153,Tesla Motors,Model S 75 D,386,01.05.2019,182.1,31.6,Winter tires,0,1,0,Normal,17.35,1,0,,4.65,SuC Lohne
10154,Tesla Motors,Model S 75 D,386,01.05.2019,165.3,26.1,Winter tires,1,1,0,Normal,15.79,1,0,,3.09,"Ladesäule DO, Hörder-Bach-Allee"
10155,Tesla Motors,Model S 75 D,386,30.04.2019,201.5,31.6,Winter tires,0,1,0,Normal,15.68,1,0,,2.98,T&amp;R Dammer Berge Innody Säule CHAdeMO
10156,Tesla Motors,Model S 75 D,386,30.04.2019,122.6,22.8,Winter tires,1,1,0,Normal,18.6,1,0,,5.9,"MNFG - 33,18 kWh"
10157,Tesla Motors,Model S 75 D,386,22.04.2019,43.8,7.4,Winter tires,1,1,0,Normal,16.89,1,0,,4.19,"MNFG - 53,88 kWh"
10158,Tesla Motors,Model S 75 D,386,22.04.2019,328.7,56.7,Winter tires,1,1,0,Normal,17.25,1,0,,4.55,SuC Rade
10159,Tesla Motors,Model S 75 D,386,21.04.2019,13.8,2.4,Winter tires,1,1,0,Normal,17.39,1,0,,4.69,"Friedrich-Jenkel-Weg 3, DO"
10160,Tesla Motors,Model S 75 D,386,21.04.2019,240.8,42.0,Winter tires,1,1,0,Normal,17.44,1,0,,4.74,Ladesäule UCI Bochum Ruhr-Park
10161,Tesla Motors,Model S 75 D,386,19.04.2019,254.5,44.5,Winter tires,1,1,0,Normal,17.49,1,0,,4.79,SuC Erftstadt
10162,Tesla Motors,Model S 75 D,386,19.04.2019,299.0,52.0,Winter tires,1,1,0,Normal,17.39,1,0,,4.69,SuC Emsdetten
10163,Tesla Motors,Model S 75 D,386,18.04.2019,29.8,7.2,Winter tires,1,1,0,Normal,24.16,1,0,,11.46,"MNFG - 19,08 kWh"
10164,Tesla Motors,Model S 75 D,386,17.04.2019,60.1,10.6,Winter tires,1,1,0,Normal,17.64,1,0,,4.94,"MNFG - 43,91 kWh"
10165,Tesla Motors,Model S 75 D,386,16.04.2019,76.3,16.6,Winter tires,1,1,0,Normal,21.76,1,0,,9.06,"Buchholz i.d.N, Breite Strasse"
10166,Tesla Motors,Model S 75 D,386,13.04.2019,141.9,34.0,Winter tires,1,0,0,Normal,23.96,1,0,,11.26,"Kaufland, CHAdeMO"
10167,Tesla Motors,Model S 75 D,386,05.04.2019,102.3,27.4,Winter tires,1,0,0,Normal,26.78,1,0,,14.08,"Flughafen HAM, P4, Bereich W"
10168,Tesla Motors,Model S 75 D,386,23.03.2019,91.5,18.9,Winter tires,1,1,0,Normal,20.66,1,0,,7.96,"MNFG - 39,26 kWh"
10169,Tesla Motors,Model S 75 D,386,17.03.2019,280.4,50.0,Winter tires,0,1,0,Normal,17.83,1,0,,5.13,SuC Bispingen
10170,Tesla Motors,Model S 75 D,386,17.03.2019,282.1,52.7,Winter tires,0,1,0,Normal,18.68,1,0,,5.98,SuC Malsfeld
10171,Tesla Motors,Model S 75 D,386,16.03.2019,52.4,8.4,Winter tires,0,1,0,Normal,16.03,1,0,,3.33,"Mövenpick Hotel Nürnberg Airport, Tesla DeC"
10172,Tesla Motors,Model S 75 D,386,16.03.2019,309.0,51.3,Winter tires,0,1,1,Normal,16.6,1,0,,3.9,SuC Hilpoltstein
10173,Tesla Motors,Model S 75 D,386,15.03.2019,30.1,8.6,Winter tires,0,0,1,Normal,28.57,1,0,,15.87,"Ladesäule Salzburg AG, Aberg Talstation"
10174,Tesla Motors,Model S 75 D,386,14.03.2019,30.4,6.3,Winter tires,0,0,1,Normal,20.72,1,0,,8.02,"Ladesäule Salburg AG, Tauern-Spa Kaprun"
10175,Tesla Motors,Model S 75 D,386,14.03.2019,79.2,21.3,Winter tires,0,0,1,Normal,26.89,1,0,,14.19,Ladesäule Salzburg AG Aberg Talstation
10176,Tesla Motors,Model S 75 D,386,12.03.2019,64.9,17.0,Winter tires,0,0,1,Normal,26.19,1,0,,13.49,Ladestation  Salzburg AG Aberg Talstation
10177,Tesla Motors,Model S 75 D,386,11.03.2019,4.6,1.5,Winter tires,0,0,1,Normal,32.61,1,0,,19.91,"Ladesäule Salburg AG, Aberg Talstation"
10178,Tesla Motors,Model S 75 D,386,10.03.2019,139.6,26.3,Winter tires,0,1,1,Normal,18.84,1,0,,6.14,"Ladesäule Salburg AG, Aberg Talstation"
10179,Tesla Motors,Model S 75 D,386,09.03.2019,142.7,25.7,Winter tires,0,1,0,Normal,18.01,1,0,,5.31,SuC Bernau
10180,Tesla Motors,Model S 75 D,386,08.03.2019,196.3,41.0,Winter tires,0,1,0,Normal,20.89,1,0,,8.19,SuC Schweitenkirchen
10181,Tesla Motors,Model S 75 D,386,08.03.2019,215.5,43.6,Winter tires,0,1,0,Normal,20.23,1,0,,7.53,SuC Geiselwind
10182,Tesla Motors,Model S 75 D,386,08.03.2019,124.8,24.4,Winter tires,0,1,0,Normal,19.55,1,0,,6.85,SuC Malsfeld
10183,Tesla Motors,Model S 75 D,386,08.03.2019,219.2,43.4,Winter tires,0,1,0,Normal,19.8,1,0,,7.1,SuC Rhüden
10184,Tesla Motors,Model S 75 D,386,08.03.2019,47.7,10.7,Winter tires,1,1,0,Normal,22.43,1,0,,9.73,"MNFG - 18,01 kWh"
10185,Tesla Motors,Model S 75 D,386,07.03.2019,87.0,17.3,Winter tires,0,1,0,Normal,19.89,1,0,,7.19,"MNFG - 25,94 kWh"
10186,Tesla Motors,Model S 75 D,386,27.02.2019,118.3,24.3,Winter tires,0,1,0,Normal,20.54,1,0,,7.84,SuC Wittenburg
10187,Tesla Motors,Model S 75 D,386,27.02.2019,94.5,17.4,Winter tires,0,1,0,Normal,18.41,1,0,,5.71,SuC Herzsprung
10188,Tesla Motors,Model S 75 D,386,27.02.2019,76.0,15.3,Winter tires,1,1,1,Normal,20.13,1,0,,7.43,"Mc Arthur Glen, Wustermark"
10189,Tesla Motors,Model S 75 D,386,26.02.2019,146.9,26.1,Winter tires,1,1,1,Normal,17.77,1,0,,5.07,SuC Blankenfelde
10190,Tesla Motors,Model S 75 D,386,25.02.2019,185.2,35.9,Winter tires,0,1,0,Normal,19.38,1,0,,6.68,SuC Herzsprung
10191,Tesla Motors,Model S 75 D,386,25.02.2019,27.1,6.8,Winter tires,1,0,0,Normal,25.09,1,0,,12.39,"MNFG - 13,71 kWh"
10192,Tesla Motors,Model S 75 D,386,23.02.2019,111.6,30.4,Winter tires,1,0,0,Normal,27.24,1,0,,14.54,Stromnetz Hamburg #3855
10193,Tesla Motors,Model S 75 D,386,15.02.2019,8.7,2.3,Winter tires,1,0,0,Normal,26.44,1,0,,13.74,Stromnetz Hamburg #9022
10194,Tesla Motors,Model S 75 D,386,15.02.2019,36.2,9.7,Winter tires,1,0,0,Normal,26.8,1,0,,14.1,Flughafen Hamburg Vereich G Ladesäule
10195,Tesla Motors,Model S 75 D,386,03.02.2019,123.8,33.9,Winter tires,1,0,0,Normal,27.38,1,0,,14.68,"MNFG - 47,67 kWh"
10196,Tesla Motors,Model S 75 D,386,18.01.2019,53.5,12.6,Winter tires,1,1,0,Normal,23.55,1,0,,10.85,SuC Braak
